
===== Training xlm-roberta-base seed 0 on CoNLL-2012 SRL =====
{'loss': 1.3264, 'grad_norm': 5.390262603759766, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.2681, 'grad_norm': 2.141172170639038, 'learning_rate': 1.731013030685162e-05, 'epoch': 0.67}
{'loss': 0.2844, 'grad_norm': 4.537881374359131, 'learning_rate': 1.7141992433795714e-05, 'epoch': 0.71}
{'loss': 0.2628, 'grad_norm': 18.183624267578125, 'learning_rate': 1.697385456073981e-05, 'epoch': 0.76}
{'loss': 0.2728, 'grad_norm': 2.547390937805176, 'learning_rate': 1.6805716687683903e-05, 'epoch': 0.8}
{'loss': 0.263, 'grad_norm': 14.0192289352417, 'learning_rate': 1.6637578814627995e-05, 'epoch': 0.84}
{'loss': 0.2648, 'grad_norm': 12.54662036895752, 'learning_rate': 1.646944094157209e-05, 'epoch': 0.88}
{'loss': 0.2553, 'grad_norm': 4.663807392120361, 'learning_rate': 1.6301303068516184e-05, 'epoch': 0.92}
{'loss': 0.2562, 'grad_norm': 7.855524063110352, 'learning_rate': 1.613316519546028e-05, 'epoch': 0.97}
{'eval_loss': 0.2528232932090759, 'eval_runtime': 15.1704, 'eval_samples_per_second': 1586.117, 'eval_steps_per_second': 99.141, 'epoch': 1.0}
{'loss': 0.243, 'grad_norm': 7.567342758178711, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.214, 'grad_norm': 4.615727424621582, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.2148, 'grad_norm': 9.580039024353027, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.1996, 'grad_norm': 21.408527374267578, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.2102, 'grad_norm': 8.905224800109863, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.2134, 'grad_norm': 8.556746482849121, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.2015, 'grad_norm': 2.695953369140625, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.2076, 'grad_norm': 8.123046875, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.2102, 'grad_norm': 8.02185344696045, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.2042, 'grad_norm': 17.66717529296875, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.207, 'grad_norm': 6.300416469573975, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.2169, 'grad_norm': 6.823570728302002, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.2088, 'grad_norm': 4.302371501922607, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.2018, 'grad_norm': 15.925957679748535, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.2027, 'grad_norm': 5.478504657745361, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.2034, 'grad_norm': 4.0663065910339355, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.1955, 'grad_norm': 4.893379211425781, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.1977, 'grad_norm': 12.578987121582031, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1954, 'grad_norm': 2.38157320022583, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.193, 'grad_norm': 6.918426036834717, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1935, 'grad_norm': 3.9531378746032715, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.1997, 'grad_norm': 3.2890877723693848, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.1999, 'grad_norm': 5.765781402587891, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1874, 'grad_norm': 4.995128631591797, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.23771922290325165, 'eval_runtime': 15.1601, 'eval_samples_per_second': 1587.192, 'eval_steps_per_second': 99.208, 'epoch': 2.0}
{'loss': 0.1831, 'grad_norm': 2.335407018661499, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1625, 'grad_norm': 4.758004665374756, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.16, 'grad_norm': 16.95410919189453, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.1582, 'grad_norm': 1.2441169023513794, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1498, 'grad_norm': 9.846063613891602, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.1631, 'grad_norm': 8.299543380737305, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.1549, 'grad_norm': 7.165291786193848, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.1552, 'grad_norm': 5.347070217132568, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1539, 'grad_norm': 4.904403209686279, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.162, 'grad_norm': 3.1508827209472656, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1491, 'grad_norm': 1.655482292175293, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1473, 'grad_norm': 2.595501661300659, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1526, 'grad_norm': 2.253267288208008, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1571, 'grad_norm': 5.416123867034912, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1467, 'grad_norm': 2.7491087913513184, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.1534, 'grad_norm': 7.763030052185059, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1471, 'grad_norm': 3.4602606296539307, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1517, 'grad_norm': 5.94865083694458, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.1484, 'grad_norm': 2.7524287700653076, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1469, 'grad_norm': 1.964874029159546, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1451, 'grad_norm': 4.08536958694458, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1655, 'grad_norm': 4.300849437713623, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1505, 'grad_norm': 11.042020797729492, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1543, 'grad_norm': 1.629520297050476, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.24660955369472504, 'eval_runtime': 15.1192, 'eval_samples_per_second': 1591.485, 'eval_steps_per_second': 99.476, 'epoch': 3.0}
{'loss': 0.1293, 'grad_norm': 1.9173684120178223, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
{'loss': 0.1153, 'grad_norm': 7.184744834899902, 'learning_rate': 7.726271542664986e-06, 'epoch': 3.07}
{'loss': 0.1141, 'grad_norm': 3.2992019653320312, 'learning_rate': 7.55813366960908e-06, 'epoch': 3.11}
{'loss': 0.1258, 'grad_norm': 1.8061821460723877, 'learning_rate': 7.389995796553174e-06, 'epoch': 3.15}
{'loss': 0.1217, 'grad_norm': 1.6086761951446533, 'learning_rate': 7.221857923497269e-06, 'epoch': 3.19}
{'loss': 0.1158, 'grad_norm': 4.621840953826904, 'learning_rate': 7.053720050441363e-06, 'epoch': 3.24}
{'loss': 0.1213, 'grad_norm': 3.611062526702881, 'learning_rate': 6.885582177385457e-06, 'epoch': 3.28}
{'loss': 0.1281, 'grad_norm': 3.7858264446258545, 'learning_rate': 6.717444304329551e-06, 'epoch': 3.32}
{'loss': 0.1231, 'grad_norm': 4.640930652618408, 'learning_rate': 6.549306431273645e-06, 'epoch': 3.36}
{'loss': 0.118, 'grad_norm': 3.451977014541626, 'learning_rate': 6.38116855821774e-06, 'epoch': 3.4}
{'loss': 0.1154, 'grad_norm': 7.950074672698975, 'learning_rate': 6.213030685161832e-06, 'epoch': 3.45}
{'loss': 0.1124, 'grad_norm': 5.349123001098633, 'learning_rate': 6.044892812105927e-06, 'epoch': 3.49}
{'loss': 0.1147, 'grad_norm': 1.0609050989151, 'learning_rate': 5.876754939050021e-06, 'epoch': 3.53}
{'loss': 0.1124, 'grad_norm': 7.297606945037842, 'learning_rate': 5.708617065994115e-06, 'epoch': 3.57}
{'loss': 0.1207, 'grad_norm': 3.003284215927124, 'learning_rate': 5.54047919293821e-06, 'epoch': 3.61}
{'loss': 0.1116, 'grad_norm': 11.145947456359863, 'learning_rate': 5.372341319882304e-06, 'epoch': 3.66}
{'loss': 0.1237, 'grad_norm': 7.040155410766602, 'learning_rate': 5.204203446826398e-06, 'epoch': 3.7}
{'loss': 0.1218, 'grad_norm': 3.4392316341400146, 'learning_rate': 5.036065573770492e-06, 'epoch': 3.74}
{'loss': 0.1204, 'grad_norm': 1.8678123950958252, 'learning_rate': 4.867927700714586e-06, 'epoch': 3.78}
{'loss': 0.1219, 'grad_norm': 3.463681697845459, 'learning_rate': 4.699789827658681e-06, 'epoch': 3.83}
{'loss': 0.1195, 'grad_norm': 4.908086776733398, 'learning_rate': 4.531651954602775e-06, 'epoch': 3.87}
{'loss': 0.1093, 'grad_norm': 4.387086391448975, 'learning_rate': 4.363514081546869e-06, 'epoch': 3.91}
{'loss': 0.1155, 'grad_norm': 6.191895961761475, 'learning_rate': 4.195376208490963e-06, 'epoch': 3.95}
{'loss': 0.1175, 'grad_norm': 9.514180183410645, 'learning_rate': 4.027238335435057e-06, 'epoch': 3.99}
{'eval_loss': 0.2511504590511322, 'eval_runtime': 15.0967, 'eval_samples_per_second': 1593.863, 'eval_steps_per_second': 99.625, 'epoch': 4.0}
{'loss': 0.1038, 'grad_norm': 2.2621707916259766, 'learning_rate': 3.859100462379151e-06, 'epoch': 4.04}
{'loss': 0.0972, 'grad_norm': 1.0442101955413818, 'learning_rate': 3.690962589323245e-06, 'epoch': 4.08}
{'loss': 0.0973, 'grad_norm': 8.212522506713867, 'learning_rate': 3.5228247162673395e-06, 'epoch': 4.12}
{'loss': 0.1016, 'grad_norm': 3.778262138366699, 'learning_rate': 3.354686843211434e-06, 'epoch': 4.16}
{'loss': 0.0923, 'grad_norm': 8.27446460723877, 'learning_rate': 3.186548970155528e-06, 'epoch': 4.2}
{'loss': 0.092, 'grad_norm': 11.989604949951172, 'learning_rate': 3.018411097099622e-06, 'epoch': 4.25}
{'loss': 0.0951, 'grad_norm': 11.671215057373047, 'learning_rate': 2.8502732240437157e-06, 'epoch': 4.29}
{'loss': 0.0901, 'grad_norm': 5.232454299926758, 'learning_rate': 2.68213535098781e-06, 'epoch': 4.33}
{'loss': 0.0945, 'grad_norm': 9.36979866027832, 'learning_rate': 2.5139974779319044e-06, 'epoch': 4.37}
{'loss': 0.0927, 'grad_norm': 5.823457717895508, 'learning_rate': 2.3458596048759984e-06, 'epoch': 4.41}
{'loss': 0.0924, 'grad_norm': 2.333057165145874, 'learning_rate': 2.1777217318200927e-06, 'epoch': 4.46}
{'loss': 0.0918, 'grad_norm': 8.37455940246582, 'learning_rate': 2.009583858764187e-06, 'epoch': 4.5}
{'loss': 0.0978, 'grad_norm': 2.1506478786468506, 'learning_rate': 1.8414459857082808e-06, 'epoch': 4.54}
{'loss': 0.0915, 'grad_norm': 6.198094367980957, 'learning_rate': 1.6733081126523752e-06, 'epoch': 4.58}
{'loss': 0.0971, 'grad_norm': 9.78707218170166, 'learning_rate': 1.5051702395964693e-06, 'epoch': 4.62}
{'loss': 0.0926, 'grad_norm': 14.3674955368042, 'learning_rate': 1.3370323665405635e-06, 'epoch': 4.67}
{'loss': 0.093, 'grad_norm': 4.500115394592285, 'learning_rate': 1.1688944934846576e-06, 'epoch': 4.71}
{'loss': 0.0904, 'grad_norm': 2.2279200553894043, 'learning_rate': 1.0007566204287518e-06, 'epoch': 4.75}
{'loss': 0.0952, 'grad_norm': 3.1404614448547363, 'learning_rate': 8.326187473728459e-07, 'epoch': 4.79}
{'loss': 0.0976, 'grad_norm': 4.860789775848389, 'learning_rate': 6.6448087431694e-07, 'epoch': 4.83}
{'loss': 0.0938, 'grad_norm': 5.935672283172607, 'learning_rate': 4.963430012610341e-07, 'epoch': 4.88}
{'loss': 0.1041, 'grad_norm': 8.914393424987793, 'learning_rate': 3.2820512820512825e-07, 'epoch': 4.92}
{'loss': 0.0926, 'grad_norm': 3.0186569690704346, 'learning_rate': 1.6006725514922238e-07, 'epoch': 4.96}
{'eval_loss': 0.2653978765010834, 'eval_runtime': 15.0281, 'eval_samples_per_second': 1601.137, 'eval_steps_per_second': 100.079, 'epoch': 5.0}
{'train_runtime': 1812.917, 'train_samples_per_second': 524.883, 'train_steps_per_second': 32.806, 'train_loss': 0.18728989949492958, 'epoch': 5.0}
Precision: 0.8777, Recall: 0.9012, F1: 0.8893

SRL finished


===== Training xlm-roberta-base seed 1 on CoNLL-2012 SRL =====
{'loss': 1.3672, 'grad_norm': 7.502570629119873, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.6209, 'grad_norm': 3.329413890838623, 'learning_rate': 1.96640605296343e-05, 'epoch': 0.08}
{'loss': 0.4651, 'grad_norm': 8.08131217956543, 'learning_rate': 1.9495922656578396e-05, 'epoch': 0.13}
{'loss': 0.416, 'grad_norm': 3.4049651622772217, 'learning_rate': 1.932778478352249e-05, 'epoch': 0.17}
{'loss': 0.3774, 'grad_norm': 14.062864303588867, 'learning_rate': 1.9159646910466585e-05, 'epoch': 0.21}
{'loss': 0.3645, 'grad_norm': 12.813460350036621, 'learning_rate': 1.8991509037410678e-05, 'epoch': 0.25}
{'loss': 0.3459, 'grad_norm': 5.05311393737793, 'learning_rate': 1.8823371164354774e-05, 'epoch': 0.29}
{'loss': 0.3279, 'grad_norm': 7.385741233825684, 'learning_rate': 1.8655233291298867e-05, 'epoch': 0.34}
{'loss': 0.3126, 'grad_norm': 3.520595073699951, 'learning_rate': 1.8487095418242963e-05, 'epoch': 0.38}
{'loss': 0.2979, 'grad_norm': 13.120171546936035, 'learning_rate': 1.8318957545187055e-05, 'epoch': 0.42}
{'loss': 0.3079, 'grad_norm': 2.8884613513946533, 'learning_rate': 1.8150819672131148e-05, 'epoch': 0.46}
{'loss': 0.2967, 'grad_norm': 11.060452461242676, 'learning_rate': 1.7982681799075244e-05, 'epoch': 0.5}
{'loss': 0.2932, 'grad_norm': 11.773347854614258, 'learning_rate': 1.7814543926019337e-05, 'epoch': 0.55}
{'loss': 0.2816, 'grad_norm': 9.503655433654785, 'learning_rate': 1.7646406052963433e-05, 'epoch': 0.59}
{'loss': 0.2875, 'grad_norm': 10.797565460205078, 'learning_rate': 1.7478268179907525e-05, 'epoch': 0.63}
{'loss': 0.2715, 'grad_norm': 4.129966735839844, 'learning_rate': 1.731013030685162e-05, 'epoch': 0.67}
{'loss': 0.2834, 'grad_norm': 3.949077606201172, 'learning_rate': 1.7141992433795714e-05, 'epoch': 0.71}
{'loss': 0.2678, 'grad_norm': 21.209070205688477, 'learning_rate': 1.697385456073981e-05, 'epoch': 0.76}
{'loss': 0.2777, 'grad_norm': 5.048117637634277, 'learning_rate': 1.6805716687683903e-05, 'epoch': 0.8}
{'loss': 0.2642, 'grad_norm': 7.004431247711182, 'learning_rate': 1.6637578814627995e-05, 'epoch': 0.84}
{'loss': 0.2667, 'grad_norm': 12.363812446594238, 'learning_rate': 1.646944094157209e-05, 'epoch': 0.88}
{'loss': 0.2552, 'grad_norm': 5.336953163146973, 'learning_rate': 1.6301303068516184e-05, 'epoch': 0.92}
{'loss': 0.2575, 'grad_norm': 9.579629898071289, 'learning_rate': 1.613316519546028e-05, 'epoch': 0.97}
{'eval_loss': 0.25305455923080444, 'eval_runtime': 15.1696, 'eval_samples_per_second': 1586.198, 'eval_steps_per_second': 99.146, 'epoch': 1.0}
{'loss': 0.2362, 'grad_norm': 6.773918628692627, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.2092, 'grad_norm': 5.053417682647705, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.216, 'grad_norm': 12.39706802368164, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.204, 'grad_norm': 10.297344207763672, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.211, 'grad_norm': 6.728063583374023, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.2132, 'grad_norm': 13.78139591217041, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.2047, 'grad_norm': 1.9101688861846924, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.2058, 'grad_norm': 10.816948890686035, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.2098, 'grad_norm': 9.458617210388184, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.2029, 'grad_norm': 4.569209575653076, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.206, 'grad_norm': 8.608654022216797, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.2156, 'grad_norm': 5.1685099601745605, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.2085, 'grad_norm': 9.141881942749023, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.2042, 'grad_norm': 22.784175872802734, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.2041, 'grad_norm': 6.09202766418457, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.201, 'grad_norm': 2.7051899433135986, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.1978, 'grad_norm': 3.204617500305176, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.1992, 'grad_norm': 6.334935665130615, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1976, 'grad_norm': 2.133145809173584, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.194, 'grad_norm': 4.635288715362549, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1898, 'grad_norm': 4.415975093841553, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.1961, 'grad_norm': 10.178168296813965, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.2038, 'grad_norm': 2.9805452823638916, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1888, 'grad_norm': 3.934737205505371, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.24114155769348145, 'eval_runtime': 15.0704, 'eval_samples_per_second': 1596.637, 'eval_steps_per_second': 99.798, 'epoch': 2.0}
{'loss': 0.1814, 'grad_norm': 8.683384895324707, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1642, 'grad_norm': 1.9667638540267944, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.1584, 'grad_norm': 14.778603553771973, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.1579, 'grad_norm': 2.893658399581909, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1486, 'grad_norm': 11.763253211975098, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.1595, 'grad_norm': 5.345949172973633, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.1547, 'grad_norm': 6.692970275878906, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.1557, 'grad_norm': 4.671703815460205, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1559, 'grad_norm': 3.1791701316833496, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.1638, 'grad_norm': 2.685943603515625, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1534, 'grad_norm': 1.8834284543991089, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1518, 'grad_norm': 2.507293939590454, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1546, 'grad_norm': 2.268730640411377, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1531, 'grad_norm': 5.818589210510254, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1506, 'grad_norm': 3.7602686882019043, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.152, 'grad_norm': 7.619377136230469, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1506, 'grad_norm': 5.39250373840332, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1515, 'grad_norm': 1.7146546840667725, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.1474, 'grad_norm': 4.079257965087891, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1539, 'grad_norm': 1.834050178527832, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1485, 'grad_norm': 6.214290142059326, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1641, 'grad_norm': 5.553349494934082, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1488, 'grad_norm': 10.297372817993164, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1514, 'grad_norm': 1.7482467889785767, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.24036459624767303, 'eval_runtime': 15.1723, 'eval_samples_per_second': 1585.915, 'eval_steps_per_second': 99.128, 'epoch': 3.0}
{'loss': 0.1338, 'grad_norm': 1.7564970254898071, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
{'loss': 0.1154, 'grad_norm': 2.433093547821045, 'learning_rate': 7.726271542664986e-06, 'epoch': 3.07}
{'loss': 0.116, 'grad_norm': 4.054816246032715, 'learning_rate': 7.55813366960908e-06, 'epoch': 3.11}
{'loss': 0.1269, 'grad_norm': 2.4713923931121826, 'learning_rate': 7.389995796553174e-06, 'epoch': 3.15}
{'loss': 0.1217, 'grad_norm': 2.1393277645111084, 'learning_rate': 7.221857923497269e-06, 'epoch': 3.19}
{'loss': 0.1202, 'grad_norm': 5.120705604553223, 'learning_rate': 7.053720050441363e-06, 'epoch': 3.24}
{'loss': 0.12, 'grad_norm': 4.059188365936279, 'learning_rate': 6.885582177385457e-06, 'epoch': 3.28}
{'loss': 0.129, 'grad_norm': 4.203952312469482, 'learning_rate': 6.717444304329551e-06, 'epoch': 3.32}
{'loss': 0.1243, 'grad_norm': 5.987448692321777, 'learning_rate': 6.549306431273645e-06, 'epoch': 3.36}
{'loss': 0.1191, 'grad_norm': 5.4123334884643555, 'learning_rate': 6.38116855821774e-06, 'epoch': 3.4}
{'loss': 0.1194, 'grad_norm': 7.298910140991211, 'learning_rate': 6.213030685161832e-06, 'epoch': 3.45}
{'loss': 0.1111, 'grad_norm': 2.679192543029785, 'learning_rate': 6.044892812105927e-06, 'epoch': 3.49}
{'loss': 0.113, 'grad_norm': 4.278109073638916, 'learning_rate': 5.876754939050021e-06, 'epoch': 3.53}
{'loss': 0.116, 'grad_norm': 4.285364627838135, 'learning_rate': 5.708617065994115e-06, 'epoch': 3.57}
{'loss': 0.125, 'grad_norm': 9.717844009399414, 'learning_rate': 5.54047919293821e-06, 'epoch': 3.61}
{'loss': 0.1125, 'grad_norm': 3.7866709232330322, 'learning_rate': 5.372341319882304e-06, 'epoch': 3.66}
{'loss': 0.1239, 'grad_norm': 6.756245136260986, 'learning_rate': 5.204203446826398e-06, 'epoch': 3.7}
{'loss': 0.125, 'grad_norm': 2.867741346359253, 'learning_rate': 5.036065573770492e-06, 'epoch': 3.74}
{'loss': 0.1261, 'grad_norm': 2.347700834274292, 'learning_rate': 4.867927700714586e-06, 'epoch': 3.78}
{'loss': 0.1279, 'grad_norm': 1.0766141414642334, 'learning_rate': 4.699789827658681e-06, 'epoch': 3.83}
{'loss': 0.1213, 'grad_norm': 3.3060519695281982, 'learning_rate': 4.531651954602775e-06, 'epoch': 3.87}
{'loss': 0.1097, 'grad_norm': 1.3290554285049438, 'learning_rate': 4.363514081546869e-06, 'epoch': 3.91}
{'loss': 0.1213, 'grad_norm': 3.0334830284118652, 'learning_rate': 4.195376208490963e-06, 'epoch': 3.95}
{'loss': 0.1168, 'grad_norm': 5.7193708419799805, 'learning_rate': 4.027238335435057e-06, 'epoch': 3.99}
{'eval_loss': 0.247919961810112, 'eval_runtime': 15.1086, 'eval_samples_per_second': 1592.601, 'eval_steps_per_second': 99.546, 'epoch': 4.0}
{'loss': 0.0981, 'grad_norm': 2.4745237827301025, 'learning_rate': 3.859100462379151e-06, 'epoch': 4.04}
