
===== Training bert-base-uncased seed 0 on CoNLL-2012 SRL =====
{'loss': 1.315, 'grad_norm': 3.9801602363586426, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'eval_loss': 0.24918542802333832, 'eval_runtime': 17.0706, 'eval_samples_per_second': 1409.557, 'eval_steps_per_second': 88.105, 'epoch': 1.0}
{'loss': 0.2282, 'grad_norm': 3.252117872238159, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.1885, 'grad_norm': 3.488229751586914, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.1928, 'grad_norm': 3.51875901222229, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.184, 'grad_norm': 12.809443473815918, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.1904, 'grad_norm': 4.341358661651611, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.19, 'grad_norm': 3.1982948780059814, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.1817, 'grad_norm': 1.5928083658218384, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.1917, 'grad_norm': 10.962090492248535, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.192, 'grad_norm': 15.775168418884277, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.1839, 'grad_norm': 7.8421311378479, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.187, 'grad_norm': 4.520413875579834, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.1953, 'grad_norm': 3.7856924533843994, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.19, 'grad_norm': 2.3808023929595947, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.1804, 'grad_norm': 11.57183837890625, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.1812, 'grad_norm': 2.709351062774658, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.1807, 'grad_norm': 2.7001700401306152, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.1746, 'grad_norm': 1.9113267660140991, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.177, 'grad_norm': 3.019958972930908, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1838, 'grad_norm': 1.6174248456954956, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.1761, 'grad_norm': 3.661207914352417, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1727, 'grad_norm': 2.054443597793579, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.1795, 'grad_norm': 2.901867628097534, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.1831, 'grad_norm': 0.8645280003547668, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1724, 'grad_norm': 2.1022725105285645, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.23759986460208893, 'eval_runtime': 17.0599, 'eval_samples_per_second': 1410.44, 'eval_steps_per_second': 88.16, 'epoch': 2.0}
{'loss': 0.165, 'grad_norm': 1.9756277799606323, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1374, 'grad_norm': 0.9396396279335022, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.1301, 'grad_norm': 8.824212074279785, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.1265, 'grad_norm': 2.086855173110962, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1273, 'grad_norm': 7.496885776519775, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.132, 'grad_norm': 3.4359095096588135, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.132, 'grad_norm': 5.646730422973633, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.127, 'grad_norm': 1.539881944656372, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1291, 'grad_norm': 2.1813156604766846, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.1358, 'grad_norm': 2.410452127456665, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1262, 'grad_norm': 0.9211881160736084, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1283, 'grad_norm': 1.9899685382843018, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1288, 'grad_norm': 2.183955430984497, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1349, 'grad_norm': 3.7616827487945557, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1253, 'grad_norm': 1.1750268936157227, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.128, 'grad_norm': 5.029233932495117, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1298, 'grad_norm': 1.9629340171813965, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1295, 'grad_norm': 1.181388020515442, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.122, 'grad_norm': 1.8285797834396362, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1293, 'grad_norm': 2.46658992767334, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1245, 'grad_norm': 1.1840862035751343, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1439, 'grad_norm': 3.4342591762542725, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1239, 'grad_norm': 6.405762195587158, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1319, 'grad_norm': 1.941805362701416, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.24493339657783508, 'eval_runtime': 17.0679, 'eval_samples_per_second': 1409.781, 'eval_steps_per_second': 88.119, 'epoch': 3.0}
{'loss': 0.1067, 'grad_norm': 2.584350824356079, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
{'loss': 0.0934, 'grad_norm': 0.8562649488449097, 'learning_rate': 7.726271542664986e-06, 'epoch': 3.07}
{'loss': 0.0901, 'grad_norm': 2.4098281860351562, 'learning_rate': 7.55813366960908e-06, 'epoch': 3.11}
{'loss': 0.0934, 'grad_norm': 0.70273357629776, 'learning_rate': 7.389995796553174e-06, 'epoch': 3.15}
{'loss': 0.0959, 'grad_norm': 0.4262635111808777, 'learning_rate': 7.221857923497269e-06, 'epoch': 3.19}
{'loss': 0.0935, 'grad_norm': 3.2486672401428223, 'learning_rate': 7.053720050441363e-06, 'epoch': 3.24}
{'loss': 0.0947, 'grad_norm': 4.209700107574463, 'learning_rate': 6.885582177385457e-06, 'epoch': 3.28}
{'loss': 0.0978, 'grad_norm': 1.7292603254318237, 'learning_rate': 6.717444304329551e-06, 'epoch': 3.32}
{'loss': 0.0955, 'grad_norm': 3.6730830669403076, 'learning_rate': 6.549306431273645e-06, 'epoch': 3.36}
{'loss': 0.0949, 'grad_norm': 0.9982802867889404, 'learning_rate': 6.38116855821774e-06, 'epoch': 3.4}
{'loss': 0.093, 'grad_norm': 5.028152942657471, 'learning_rate': 6.213030685161832e-06, 'epoch': 3.45}
{'loss': 0.0908, 'grad_norm': 1.8258140087127686, 'learning_rate': 6.044892812105927e-06, 'epoch': 3.49}
{'loss': 0.0893, 'grad_norm': 2.5606648921966553, 'learning_rate': 5.876754939050021e-06, 'epoch': 3.53}
{'loss': 0.0951, 'grad_norm': 1.441555142402649, 'learning_rate': 5.708617065994115e-06, 'epoch': 3.57}
{'loss': 0.0907, 'grad_norm': 3.7842161655426025, 'learning_rate': 5.54047919293821e-06, 'epoch': 3.61}
{'loss': 0.0841, 'grad_norm': 3.5281007289886475, 'learning_rate': 5.372341319882304e-06, 'epoch': 3.66}
{'loss': 0.0948, 'grad_norm': 2.2622900009155273, 'learning_rate': 5.204203446826398e-06, 'epoch': 3.7}
{'loss': 0.1012, 'grad_norm': 4.2059431076049805, 'learning_rate': 5.036065573770492e-06, 'epoch': 3.74}
{'loss': 0.0921, 'grad_norm': 0.594548225402832, 'learning_rate': 4.867927700714586e-06, 'epoch': 3.78}
{'loss': 0.0953, 'grad_norm': 1.7585262060165405, 'learning_rate': 4.699789827658681e-06, 'epoch': 3.83}
{'loss': 0.0945, 'grad_norm': 2.8951783180236816, 'learning_rate': 4.531651954602775e-06, 'epoch': 3.87}
{'loss': 0.0881, 'grad_norm': 1.8584136962890625, 'learning_rate': 4.363514081546869e-06, 'epoch': 3.91}
{'loss': 0.0924, 'grad_norm': 1.589044451713562, 'learning_rate': 4.195376208490963e-06, 'epoch': 3.95}
{'loss': 0.0902, 'grad_norm': 8.345492362976074, 'learning_rate': 4.027238335435057e-06, 'epoch': 3.99}
{'eval_loss': 0.2712402641773224, 'eval_runtime': 17.1199, 'eval_samples_per_second': 1405.502, 'eval_steps_per_second': 87.851, 'epoch': 4.0}
{'loss': 0.0708, 'grad_norm': 0.8274379968643188, 'learning_rate': 3.859100462379151e-06, 'epoch': 4.04}
{'loss': 0.0735, 'grad_norm': 0.7208738923072815, 'learning_rate': 3.690962589323245e-06, 'epoch': 4.08}
{'loss': 0.0705, 'grad_norm': 2.7149901390075684, 'learning_rate': 3.5228247162673395e-06, 'epoch': 4.12}
{'loss': 0.0745, 'grad_norm': 2.0478641986846924, 'learning_rate': 3.354686843211434e-06, 'epoch': 4.16}
{'loss': 0.0731, 'grad_norm': 2.412269353866577, 'learning_rate': 3.186548970155528e-06, 'epoch': 4.2}
{'loss': 0.0684, 'grad_norm': 6.445385456085205, 'learning_rate': 3.018411097099622e-06, 'epoch': 4.25}
{'loss': 0.0712, 'grad_norm': 1.3247370719909668, 'learning_rate': 2.8502732240437157e-06, 'epoch': 4.29}
{'loss': 0.0653, 'grad_norm': 3.9550933837890625, 'learning_rate': 2.68213535098781e-06, 'epoch': 4.33}
{'loss': 0.0692, 'grad_norm': 1.3505114316940308, 'learning_rate': 2.5139974779319044e-06, 'epoch': 4.37}
{'loss': 0.0702, 'grad_norm': 3.5384693145751953, 'learning_rate': 2.3458596048759984e-06, 'epoch': 4.41}
{'loss': 0.0694, 'grad_norm': 1.670127034187317, 'learning_rate': 2.1777217318200927e-06, 'epoch': 4.46}
{'loss': 0.0686, 'grad_norm': 0.7261413335800171, 'learning_rate': 2.009583858764187e-06, 'epoch': 4.5}
{'loss': 0.0745, 'grad_norm': 2.0976080894470215, 'learning_rate': 1.8414459857082808e-06, 'epoch': 4.54}
{'loss': 0.0685, 'grad_norm': 7.329494476318359, 'learning_rate': 1.6733081126523752e-06, 'epoch': 4.58}
{'loss': 0.0706, 'grad_norm': 3.965681552886963, 'learning_rate': 1.5051702395964693e-06, 'epoch': 4.62}
{'loss': 0.0723, 'grad_norm': 2.342714309692383, 'learning_rate': 1.3370323665405635e-06, 'epoch': 4.67}
{'loss': 0.0729, 'grad_norm': 3.438286304473877, 'learning_rate': 1.1688944934846576e-06, 'epoch': 4.71}
{'loss': 0.0706, 'grad_norm': 3.287804126739502, 'learning_rate': 1.0007566204287518e-06, 'epoch': 4.75}
{'loss': 0.0686, 'grad_norm': 1.473078966140747, 'learning_rate': 8.326187473728459e-07, 'epoch': 4.79}
{'loss': 0.0739, 'grad_norm': 3.3711111545562744, 'learning_rate': 6.6448087431694e-07, 'epoch': 4.83}
{'loss': 0.0691, 'grad_norm': 5.4532151222229, 'learning_rate': 4.963430012610341e-07, 'epoch': 4.88}
{'loss': 0.072, 'grad_norm': 5.024086952209473, 'learning_rate': 3.2820512820512825e-07, 'epoch': 4.92}
{'loss': 0.0709, 'grad_norm': 1.2919312715530396, 'learning_rate': 1.6006725514922238e-07, 'epoch': 4.96}
{'eval_loss': 0.2898336946964264, 'eval_runtime': 17.0331, 'eval_samples_per_second': 1412.659, 'eval_steps_per_second': 88.299, 'epoch': 5.0}
{'train_runtime': 1640.8212, 'train_samples_per_second': 579.935, 'train_steps_per_second': 36.247, 'train_loss': 0.16730766626705187, 'epoch': 5.0}
Precision: 0.8742, Recall: 0.9006, F1: 0.8872

SRL finished


===== Training bert-base-uncased seed 1 on CoNLL-2012 SRL =====
{'loss': 1.4025, 'grad_norm': 3.377539873123169, 'learning_rate': 1.9832198402690208e-05, 'epoch': 0.04}
{'loss': 0.6829, 'grad_norm': 3.0849552154541016, 'learning_rate': 1.96640605296343e-05, 'epoch': 0.08}
{'loss': 0.4941, 'grad_norm': 11.167978286743164, 'learning_rate': 1.9495922656578396e-05, 'epoch': 0.13}
{'loss': 0.4343, 'grad_norm': 3.8738062381744385, 'learning_rate': 1.932778478352249e-05, 'epoch': 0.17}
{'loss': 0.3909, 'grad_norm': 3.5266621112823486, 'learning_rate': 1.9159646910466585e-05, 'epoch': 0.21}
{'loss': 0.3771, 'grad_norm': 8.588468551635742, 'learning_rate': 1.8991509037410678e-05, 'epoch': 0.25}
{'loss': 0.3591, 'grad_norm': 2.857252597808838, 'learning_rate': 1.8823371164354774e-05, 'epoch': 0.29}
{'loss': 0.3411, 'grad_norm': 9.483183860778809, 'learning_rate': 1.8655233291298867e-05, 'epoch': 0.34}
{'loss': 0.3194, 'grad_norm': 4.042248725891113, 'learning_rate': 1.8487095418242963e-05, 'epoch': 0.38}
{'loss': 0.3014, 'grad_norm': 6.120923042297363, 'learning_rate': 1.8318957545187055e-05, 'epoch': 0.42}
{'loss': 0.3085, 'grad_norm': 2.0324342250823975, 'learning_rate': 1.8150819672131148e-05, 'epoch': 0.46}
{'loss': 0.2948, 'grad_norm': 5.649106502532959, 'learning_rate': 1.7982681799075244e-05, 'epoch': 0.5}
{'loss': 0.2921, 'grad_norm': 10.202014923095703, 'learning_rate': 1.7814543926019337e-05, 'epoch': 0.55}
{'loss': 0.2836, 'grad_norm': 4.108763694763184, 'learning_rate': 1.7646406052963433e-05, 'epoch': 0.59}
{'loss': 0.2827, 'grad_norm': 5.942667007446289, 'learning_rate': 1.7478268179907525e-05, 'epoch': 0.63}
{'loss': 0.2696, 'grad_norm': 3.680643320083618, 'learning_rate': 1.731013030685162e-05, 'epoch': 0.67}
{'loss': 0.2801, 'grad_norm': 3.3990817070007324, 'learning_rate': 1.7141992433795714e-05, 'epoch': 0.71}
{'loss': 0.2645, 'grad_norm': 21.466115951538086, 'learning_rate': 1.697385456073981e-05, 'epoch': 0.76}
{'loss': 0.2723, 'grad_norm': 1.4914637804031372, 'learning_rate': 1.6805716687683903e-05, 'epoch': 0.8}
{'loss': 0.2619, 'grad_norm': 2.214811086654663, 'learning_rate': 1.6637578814627995e-05, 'epoch': 0.84}
{'loss': 0.2561, 'grad_norm': 9.86499309539795, 'learning_rate': 1.646944094157209e-05, 'epoch': 0.88}
{'loss': 0.2518, 'grad_norm': 3.99534273147583, 'learning_rate': 1.6301303068516184e-05, 'epoch': 0.92}
{'loss': 0.2537, 'grad_norm': 4.120022296905518, 'learning_rate': 1.613316519546028e-05, 'epoch': 0.97}
{'eval_loss': 0.2506107985973358, 'eval_runtime': 17.1359, 'eval_samples_per_second': 1404.188, 'eval_steps_per_second': 87.769, 'epoch': 1.0}
{'loss': 0.2326, 'grad_norm': 3.1303622722625732, 'learning_rate': 1.5965027322404373e-05, 'epoch': 1.01}
{'loss': 0.1911, 'grad_norm': 3.7947635650634766, 'learning_rate': 1.5796889449348466e-05, 'epoch': 1.05}
{'loss': 0.1968, 'grad_norm': 6.314464092254639, 'learning_rate': 1.562875157629256e-05, 'epoch': 1.09}
{'loss': 0.1859, 'grad_norm': 16.796188354492188, 'learning_rate': 1.5460613703236654e-05, 'epoch': 1.13}
{'loss': 0.1926, 'grad_norm': 5.736760139465332, 'learning_rate': 1.5292475830180747e-05, 'epoch': 1.18}
{'loss': 0.194, 'grad_norm': 2.4976251125335693, 'learning_rate': 1.5124337957124843e-05, 'epoch': 1.22}
{'loss': 0.1839, 'grad_norm': 1.3234461545944214, 'learning_rate': 1.4956200084068937e-05, 'epoch': 1.26}
{'loss': 0.1952, 'grad_norm': 5.760939121246338, 'learning_rate': 1.4788062211013032e-05, 'epoch': 1.3}
{'loss': 0.1986, 'grad_norm': 11.99356460571289, 'learning_rate': 1.4619924337957126e-05, 'epoch': 1.35}
{'loss': 0.1856, 'grad_norm': 4.473197937011719, 'learning_rate': 1.445178646490122e-05, 'epoch': 1.39}
{'loss': 0.1927, 'grad_norm': 4.2744221687316895, 'learning_rate': 1.4283648591845313e-05, 'epoch': 1.43}
{'loss': 0.1994, 'grad_norm': 6.722802639007568, 'learning_rate': 1.411551071878941e-05, 'epoch': 1.47}
{'loss': 0.1932, 'grad_norm': 3.595475912094116, 'learning_rate': 1.3947372845733502e-05, 'epoch': 1.51}
{'loss': 0.1828, 'grad_norm': 10.73364543914795, 'learning_rate': 1.3779234972677598e-05, 'epoch': 1.56}
{'loss': 0.1825, 'grad_norm': 3.422464370727539, 'learning_rate': 1.361109709962169e-05, 'epoch': 1.6}
{'loss': 0.1852, 'grad_norm': 2.5789196491241455, 'learning_rate': 1.3442959226565787e-05, 'epoch': 1.64}
{'loss': 0.1778, 'grad_norm': 3.2604033946990967, 'learning_rate': 1.327482135350988e-05, 'epoch': 1.68}
{'loss': 0.1801, 'grad_norm': 3.6664106845855713, 'learning_rate': 1.3106683480453974e-05, 'epoch': 1.72}
{'loss': 0.1858, 'grad_norm': 1.3201149702072144, 'learning_rate': 1.2938545607398068e-05, 'epoch': 1.77}
{'loss': 0.1764, 'grad_norm': 3.960330009460449, 'learning_rate': 1.277040773434216e-05, 'epoch': 1.81}
{'loss': 0.1769, 'grad_norm': 1.4787675142288208, 'learning_rate': 1.2602269861286257e-05, 'epoch': 1.85}
{'loss': 0.1833, 'grad_norm': 3.3378376960754395, 'learning_rate': 1.243413198823035e-05, 'epoch': 1.89}
{'loss': 0.188, 'grad_norm': 0.7103736400604248, 'learning_rate': 1.2265994115174444e-05, 'epoch': 1.93}
{'loss': 0.1739, 'grad_norm': 5.109109878540039, 'learning_rate': 1.2097856242118538e-05, 'epoch': 1.98}
{'eval_loss': 0.24066898226737976, 'eval_runtime': 17.1381, 'eval_samples_per_second': 1404.008, 'eval_steps_per_second': 87.758, 'epoch': 2.0}
{'loss': 0.1662, 'grad_norm': 2.075641393661499, 'learning_rate': 1.1929718369062633e-05, 'epoch': 2.02}
{'loss': 0.1388, 'grad_norm': 2.0286853313446045, 'learning_rate': 1.1761580496006725e-05, 'epoch': 2.06}
{'loss': 0.1345, 'grad_norm': 5.700911521911621, 'learning_rate': 1.1593442622950821e-05, 'epoch': 2.1}
{'loss': 0.1319, 'grad_norm': 1.8516159057617188, 'learning_rate': 1.1425304749894914e-05, 'epoch': 2.14}
{'loss': 0.1266, 'grad_norm': 5.437653541564941, 'learning_rate': 1.125716687683901e-05, 'epoch': 2.19}
{'loss': 0.1366, 'grad_norm': 4.344661712646484, 'learning_rate': 1.1089029003783103e-05, 'epoch': 2.23}
{'loss': 0.1327, 'grad_norm': 5.812088966369629, 'learning_rate': 1.0920891130727199e-05, 'epoch': 2.27}
{'loss': 0.1282, 'grad_norm': 1.6768711805343628, 'learning_rate': 1.0752753257671291e-05, 'epoch': 2.31}
{'loss': 0.1315, 'grad_norm': 3.3161401748657227, 'learning_rate': 1.0584615384615386e-05, 'epoch': 2.35}
{'loss': 0.1394, 'grad_norm': 1.784271240234375, 'learning_rate': 1.041647751155948e-05, 'epoch': 2.4}
{'loss': 0.1289, 'grad_norm': 1.2686505317687988, 'learning_rate': 1.0248339638503573e-05, 'epoch': 2.44}
{'loss': 0.1306, 'grad_norm': 1.7362014055252075, 'learning_rate': 1.0080201765447669e-05, 'epoch': 2.48}
{'loss': 0.1294, 'grad_norm': 1.8897961378097534, 'learning_rate': 9.912063892391761e-06, 'epoch': 2.52}
{'loss': 0.1349, 'grad_norm': 5.066687107086182, 'learning_rate': 9.743926019335856e-06, 'epoch': 2.56}
{'loss': 0.1265, 'grad_norm': 1.5047739744186401, 'learning_rate': 9.57578814627995e-06, 'epoch': 2.61}
{'loss': 0.1293, 'grad_norm': 4.485300064086914, 'learning_rate': 9.407650273224045e-06, 'epoch': 2.65}
{'loss': 0.1335, 'grad_norm': 1.8414385318756104, 'learning_rate': 9.239512400168139e-06, 'epoch': 2.69}
{'loss': 0.1306, 'grad_norm': 2.1183745861053467, 'learning_rate': 9.071374527112233e-06, 'epoch': 2.73}
{'loss': 0.1259, 'grad_norm': 2.0411338806152344, 'learning_rate': 8.903236654056326e-06, 'epoch': 2.77}
{'loss': 0.1291, 'grad_norm': 0.6364532709121704, 'learning_rate': 8.73509878100042e-06, 'epoch': 2.82}
{'loss': 0.1267, 'grad_norm': 2.036468505859375, 'learning_rate': 8.566960907944515e-06, 'epoch': 2.86}
{'loss': 0.1443, 'grad_norm': 4.669396877288818, 'learning_rate': 8.398823034888609e-06, 'epoch': 2.9}
{'loss': 0.1302, 'grad_norm': 4.572916030883789, 'learning_rate': 8.230685161832703e-06, 'epoch': 2.94}
{'loss': 0.1338, 'grad_norm': 1.4669848680496216, 'learning_rate': 8.062547288776798e-06, 'epoch': 2.98}
{'eval_loss': 0.24520881474018097, 'eval_runtime': 17.1043, 'eval_samples_per_second': 1406.784, 'eval_steps_per_second': 87.931, 'epoch': 3.0}
{'loss': 0.1078, 'grad_norm': 2.129972457885742, 'learning_rate': 7.894409415720892e-06, 'epoch': 3.03}
{'loss': 0.0897, 'grad_norm': 8.860485076904297, 'learning_rate': 7.726271542664986e-06, 'epoch': 3.07}
{'loss': 0.0924, 'grad_norm': 3.318495512008667, 'learning_rate': 7.55813366960908e-06, 'epoch': 3.11}
{'loss': 0.0988, 'grad_norm': 1.0929635763168335, 'learning_rate': 7.389995796553174e-06, 'epoch': 3.15}
{'loss': 0.1, 'grad_norm': 0.5700187087059021, 'learning_rate': 7.221857923497269e-06, 'epoch': 3.19}
{'loss': 0.096, 'grad_norm': 3.6877872943878174, 'learning_rate': 7.053720050441363e-06, 'epoch': 3.24}
{'loss': 0.0943, 'grad_norm': 1.1254559755325317, 'learning_rate': 6.885582177385457e-06, 'epoch': 3.28}
{'loss': 0.1005, 'grad_norm': 2.1454291343688965, 'learning_rate': 6.717444304329551e-06, 'epoch': 3.32}
{'loss': 0.0991, 'grad_norm': 2.8673477172851562, 'learning_rate': 6.549306431273645e-06, 'epoch': 3.36}
{'loss': 0.0982, 'grad_norm': 2.6116669178009033, 'learning_rate': 6.38116855821774e-06, 'epoch': 3.4}
{'loss': 0.094, 'grad_norm': 5.447039604187012, 'learning_rate': 6.213030685161832e-06, 'epoch': 3.45}
{'loss': 0.0946, 'grad_norm': 11.65822982788086, 'learning_rate': 6.044892812105927e-06, 'epoch': 3.49}
{'loss': 0.0939, 'grad_norm': 1.341599464416504, 'learning_rate': 5.876754939050021e-06, 'epoch': 3.53}
{'loss': 0.099, 'grad_norm': 1.2253836393356323, 'learning_rate': 5.708617065994115e-06, 'epoch': 3.57}
{'loss': 0.0937, 'grad_norm': 4.379343509674072, 'learning_rate': 5.54047919293821e-06, 'epoch': 3.61}
{'loss': 0.087, 'grad_norm': 2.1379318237304688, 'learning_rate': 5.372341319882304e-06, 'epoch': 3.66}
{'loss': 0.0966, 'grad_norm': 2.9861536026000977, 'learning_rate': 5.204203446826398e-06, 'epoch': 3.7}
{'loss': 0.1007, 'grad_norm': 14.24720573425293, 'learning_rate': 5.036065573770492e-06, 'epoch': 3.74}
{'loss': 0.0943, 'grad_norm': 0.6504961848258972, 'learning_rate': 4.867927700714586e-06, 'epoch': 3.78}
{'loss': 0.0973, 'grad_norm': 0.4373551607131958, 'learning_rate': 4.699789827658681e-06, 'epoch': 3.83}
{'loss': 0.0985, 'grad_norm': 3.497382164001465, 'learning_rate': 4.531651954602775e-06, 'epoch': 3.87}
{'loss': 0.0901, 'grad_norm': 10.141225814819336, 'learning_rate': 4.363514081546869e-06, 'epoch': 3.91}
{'loss': 0.0956, 'grad_norm': 2.493400812149048, 'learning_rate': 4.195376208490963e-06, 'epoch': 3.95}
{'loss': 0.0941, 'grad_norm': 4.36698579788208, 'learning_rate': 4.027238335435057e-06, 'epoch': 3.99}
{'eval_loss': 0.2731179893016815, 'eval_runtime': 17.1255, 'eval_samples_per_second': 1405.04, 'eval_steps_per_second': 87.822, 'epoch': 4.0}
